id,label
500,16
501,18
502,10
503,5
504,16
505,3
506,5
507,16
508,19
509,16
510,6
511,16
512,9
513,15
514,18
515,6
516,17
517,1
518,0
519,2
520,16
521,16
522,4
523,18
524,6
525,11
526,11
527,3
528,1
529,3
530,10
531,19
532,6
533,18
534,9
535,18
536,19
537,15
538,17
539,12
540,9
541,17
542,17
543,7
544,13
545,14
546,19
547,9
548,8
549,0
550,17
551,2
552,2
553,14
554,4
555,17
556,12
557,11
558,16
559,13
560,19
561,2
562,11
563,15
564,6
565,18
566,1
567,17
568,6
569,17
570,0
571,12
572,12
573,18
574,12
575,15
576,15
577,12
578,3
579,19
580,2
581,15
582,18
583,3
584,18
585,0
586,4
587,16
588,15
589,1
590,15
591,12
592,8
593,5
594,2
595,16
596,4
597,19
598,5
599,12
600,14
601,12
602,12
603,13
604,13
605,13
606,9
607,4
608,0
609,17
610,8
611,2
612,13
613,15
614,17
615,9
616,6
617,8
618,5
619,0
620,10
621,8
622,5
623,0
624,13
625,12
626,2
627,0
628,14
629,15
630,12
631,0
632,16
633,7
634,8
635,7
636,9
637,14
638,17
639,13
640,3
641,1
642,14
643,15
644,16
645,7
646,17
647,13
648,13
649,19
650,1
651,2
652,0
653,18
654,9
655,4
656,4
657,1
658,10
659,14
660,4
661,19
662,2
663,2
664,15
665,3
666,9
667,2
668,12
669,8
670,18
671,2
672,2
673,10
674,15
675,3
676,18
677,1
678,8
679,8
680,14
681,8
682,15
683,3
684,15
685,6
686,4
687,9
688,8
689,4
690,1
691,8
692,18
693,16
694,16
695,12
696,6
697,11
698,7
699,15
700,15
701,5
702,5
703,0
704,0
705,1
706,12
707,4
708,1
709,16
710,3
711,5
712,5
713,15
714,17
715,9
716,11
717,12
718,10
719,8
720,16
721,8
722,18
723,4
724,14
725,8
726,9
727,8
728,2
729,15
730,11
731,17
732,17
733,4
734,8
735,15
736,6
737,7
738,6
739,17
740,7
741,11
742,12
743,3
744,5
745,9
746,9
747,6
748,6
749,12
750,14
751,19
752,6
753,3
754,12
755,19
756,7
757,18
758,17
759,10
760,1
761,8
762,13
763,0
764,19
765,6
766,10
767,6
768,12
769,8
770,8
771,4
772,16
773,6
774,3
775,10
776,2
777,5
778,3
779,2
780,5
781,1
782,8
783,11
784,15
785,11
786,10
787,17
788,9
789,13
790,2
791,8
792,14
793,15
794,2
795,15
796,12
797,11
798,8
799,13
800,2
801,18
802,18
803,2
804,9
805,6
806,7
807,16
808,16
809,16
810,16
811,8
812,16
813,1
814,12
815,1
816,0
817,5
818,2
819,2
820,12
821,18
822,2
823,14
824,18
825,1
826,6
827,0
828,0
829,6
830,17
831,3
832,11
833,0
834,5
835,8
836,0
837,3
838,4
839,19
840,5
841,2
842,6
843,7
844,1
845,7
846,16
847,2
848,6
849,0
850,18
851,19
852,13
853,5
854,7
855,11
856,9
857,7
858,11
859,11
860,12
861,18
862,16
863,19
864,10
865,4
866,2
867,19
868,12
869,13
870,3
871,9
872,3
873,17
874,0
875,4
876,8
877,5
878,11
879,7
880,19
881,5
882,15
883,14
884,3
885,18
886,10
887,13
888,3
889,9
890,7
891,1
892,15
893,10
894,8
895,10
896,1
897,8
898,6
899,17
900,17
901,11
902,5
903,13
904,5
905,12
906,0
907,7
908,12
909,4
910,8
911,13
912,4
913,12
914,4
915,2
916,11
917,18
918,12
919,2
920,6
921,17
922,6
923,15
924,9
925,9
926,16
927,4
928,16
929,1
930,1
931,7
932,13
933,15
934,11
935,5
936,14
937,11
938,10
939,17
940,10
941,15
942,0
943,6
944,1
945,12
946,6
947,4
948,10
949,6
950,11
951,9
952,4
953,7
954,16
955,8
956,13
957,2
958,11
959,9
960,8
961,18
962,4
963,15
964,19
965,13
966,12
967,1
968,18
969,8
970,15
971,10
